Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,spotify_track_id,release_date_raw,release_date
9640,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,I Don't Love You,The Black Parade,album,spotify:track:4RAOI1etsgbh5NP3T5R8rN,0.289,0.796,0.0,-4.22,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,238680.0,https://www.youtube.com/watch?v=pyi0ZfuIIvo,My Chemical Romance - I Don't Love You [Official Music Video] [HD],My Chemical Romance,128663915.0,907251.0,42297.0,"Watch the official music video for I Don't Love You by My Chemical Romance remastered in HD to celebrate the 15th anniversary of the album The Black Parade.

🔔 Subscribe to the channel: https://youtube.com/c/mychemicalromance/?sub_confirmation=1

Download/stream here: https://mcr.lnk.to/tbp

Follow My Chemical Romance:
Web: https://mychemicalromance.com
Instagram: https://instagram.com/mychemicalromance
Facebook: https://facebook.com/mychemicalromance
Twitter: https://twitter.com/mcrofficial

My Chemical Romance  is a rock band renowned for their hits “Welcome To The Black Parade,” “Teenagers,” “Helena,” “Famous Last Words,” “The Ghost Of You,” “Na Na Na,” and “I Don’t Love You.” They worked with artists like Brian May, Green Day, and The Used — amassing billions of global streams and received multi-platinum certifications.

Lyrics:
Well, when you go
Don't ever think I'll make you try to stay
And maybe when you get back
I'll be off to find another way

And after all this time that you still owe
You're still a good-for-nothing, I don't know
So take your gloves and get out
Better get out while you can

When you go, and would you even turn to say
""I don't love you like I did yesterday""?

Sometimes I cry so hard from pleading
So sick and tired of all the needless beating
But baby, when they knock you down and out
Is where you ought to stay

And after all the blood that you still owe
Another dollar's just another blow
So fix your eyes and get up
Better get up while you can, whoa, whoa, whoa

When you go, and would you even turn to say
""I don't love you like I did yesterday""?

Well, come on, come on!

When you go, would you have the guts to say
""I don't love you like I loved you yesterday""?!

I don't love you like I loved you yesterday
I don't love you like I loved you yesterday...

#OfficialMusicVideo #MCR #IDontLoveYou #WeAreWarnerRecords",True,True,202807354.0,4RAOI1etsgbh5NP3T5R8rN,2006-10-20,2006-10-20
9641,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,Cancer,The Black Parade,album,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,0.457,0.515,4.0,-4.31,0.0261,0.358,0.0,0.278,0.222,74.984,142973.0,https://www.youtube.com/watch?v=RfitcRQbzs0,Cancer - My Chemical Romance (Music Video) HD,Michele Bucci,502442.0,3531.0,323.0,"Turn away,
If you could get me a drink
Of water 'cause my lips are chapped and faded
Call my aunt Marie
Help her gather all my things
And bury me in all my favorite colors,
My sisters and my brothers, still,
I will not kiss you,
'Cause the hardest part of this is leaving you.

Now turn away,
'Cause I'm awful just to see
'Cause all my hairs abandoned all my body,
Oh, my agony,
Know that I will never marry,
Baby, I'm just soggy from the chemo
But counting down the days to go
It just ain't living
And I just hope you know

That if you say (if you say)
Goodbye today (goodbye today)
I'd ask you to be true (cause I'd ask you to be true)

'Cause the hardest part of this is leaving you
'Cause the hardest part of this is leaving you",False,False,138237271.0,0GgN4MhR5GKn5IcKN0e0rG,2006-10-20,2006-10-20
9642,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,Famous Last Words,The Black Parade,album,spotify:track:2d6m2F4I7wCuAKtSsdhh83,0.467,0.883,2.0,-3.679,0.106,0.000321,0.000152,0.125,0.309,122.252,299227.0,https://www.youtube.com/watch?v=8bbTtPL1jRs,My Chemical Romance - Famous Last Words [Official Music Video] [HD],My Chemical Romance,137688287.0,761514.0,70913.0,"Watch the official music video for Famous Last Words by My Chemical Romance remastered in HD to celebrate the 15th anniversary of the album The Black Parade.

🔔 Subscribe to the channel: https://youtube.com/c/mychemicalromance/?sub_confirmation=1

Download/stream here: https://mcr.lnk.to/tbp

Follow My Chemical Romance:
Web: https://mychemicalromance.com
Instagram: https://instagram.com/mychemicalromance
Facebook: https://facebook.com/mychemicalromance
Twitter: https://twitter.com/mcrofficial

My Chemical Romance  is a rock band renowned for their hits “Welcome To The Black Parade,” “Teenagers,” “Helena,” “Famous Last Words,” “The Ghost Of You,” “Na Na Na,” and “I Don’t Love You.” They worked with artists like Brian May, Green Day, and The Used — amassing billions of global streams and received multi-platinum certifications.

Lyrics:
Now, I know that I can't make you stay, but where's your heart?
But where's your heart? But where's your-
And I know there's nothing I can say to change that part
To change that part, to change...

So many bright lights, they cast a shadow, but can I speak?
Well, is it hard understanding I'm incomplete?
A life that's so demanding, I get so weak
A love that's so demanding, I can't speak

I am not afraid to keep on living
I am not afraid to walk this world alone
Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home

Can you see, my eyes are shining bright, 'cause I'm out here
On the other sideof a jet black hotel mirror,and I'm so weak
Is it hard understanding I'm incomplete?
A love that's so demanding, I get weak

I am not afraid to keep on living
I am not afraid to walk this world alone
Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home
I am not afraid to keep on living
I am not afraid to walk this world alone
Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home

These bright lights have always blinded me
These bright lights have always blinded me, I say!

I see you lying next to me
With words I thought I'd never speak
Awake and unafraid, asleep or dead
(How can I see, I see you lying)
'Cause I see you lying next to me
(How can I see, I see you lying)
With words I thought I'd never speak
(How can I see, I see you lying)
Awake and unafraid, asleep or dead
(How can I see, I see you lying)
'Cause I see you lying next to me
With words I thought I'd never speak
Awake and unafraid, asleep or dead
'Cause I see you lying next to me
With words I thought I'd never speak
Awake and unafraid, asleep or dead!

I am not afraid to keep on living
I am not afraid to walk this world alone
(Or dead!)Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home
(Or dead!) I am not afraid to keep on living
I am not afraid to walk this world alone
(Or dead!)Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home

(Or dead!)I am not afraid to keep on living
I am not afraid to walk this world, alone
(Or dead!)Honey, if you stay, I'll be forgiven
Nothing you can say can stop me going home

#OfficialMusicVideo #MCR #FamousLastWords #WeAreWarnerRecords",True,True,248895410.0,2d6m2F4I7wCuAKtSsdhh83,2006-10-20,2006-10-20
9643,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,Na Na Na (Na Na Na Na Na Na Na Na Na),Danger Days: The True Lives of the Fabulous Killjoys,album,spotify:track:5BB0Jzw60KyfSTyjJqtely,0.411,0.986,8.0,-2.522,0.0583,0.000264,0.00148,0.371,0.649,165.981,205960.0,https://www.youtube.com/watch?v=egG7fiE89IU,My Chemical Romance - Na Na Na [Official Music Video],My Chemical Romance,87309637.0,820951.0,107793.0,"Watch the official music video for Na Na Na by My Chemical Romance from the album Danger Days: The True Lives of the Fabulous Killjoys.
🔔 Subscribe to the channel: https://youtube.com/c/mychemicalromance/?sub_confirmation=1

Download/stream Danger Days: The True Lives of the Fabulous Killjoys here: https://mcr.lnk.to/dangerdays

Follow My Chemical Romance:
Web: https://mychemicalromance.com
Instagram: https://instagram.com/mychemicalromance
Facebook: https://facebook.com/mychemicalromance
Twitter: https://twitter.com/mcrofficial

My Chemical Romance  is a rock band renowned for their hits “Welcome To The Black Parade,” “Teenagers,” “Helena,” “Famous Last Words,” “The Ghost Of You,” “Na Na Na,” and “I Don’t Love You.” They worked with artists like Brian May, Green Day, and The Used — amassing billions of global streams and received multi-platinum certifications.

Lyrics:
The future is bulletproof!
The aftermath is secondary
It's time to do it now and do it loud
Killjoys, make some noise!
Na, na na, na, na na na
Na na na, na na na
Na, na na, na, na na na
Na na na, na na na
Na, na na, na, na na
Na, na na na, na na
Na, na na na na

Drugs, gimme drugs
Gimme drugs, I don't need it
But I'll sell what you got
Take the cash and I'll keep it
Eight legs to the wall
Hit the gas, (Kill em' all)
And we crawl, and we crawl, and we crawl
You be my detonator

Love, gimme love
Gimme love, I don't need it
But I'll take what I want from your heart
And I'll keep it in a bag, (In a box)
Put an ""X"" on the floor
Gimme more, gimme more, gimme more
Shut up and sing it with me

(Na, na na na, na na na) From mall security
(Na, na na na, na na na) To every enemy
(Na, na na na, na na na) We're on your property
Standing in V formation
(Na, na na na, na na na) Let's blow an artery
(Na, na na na, na na na) Eat plastic surgery
(Na, na na na, na na na) Keep your apology
Give us more detonation
More, gimme more, gimme more!

""Oh let me tell you 'bout the sad man""
Shut up and let me see your jazz hands
Remember when you were a mad man
Thought you was Batman
And hit the party with a gas can?
Kiss me, you animal!

(Na, na na na, na na na) You run the company
(Na, na na na, na na na) Fuck like a Kennedy
(Na, na na na, na na na) I think we'd rather be
Burning your information
(Na, na na na, na na na) Let's blow an artery
(Na, na na na, na na na) Eat plastic surgery
(Na, na na na, na na na) Keep your apology
Give us more detonation

And right here, right now
All the way in Battery City
The little children raise their open filthy palms
Like tiny daggers up to heaven
And all the juvie halls
And the Ritalin rats
Ask angels made from neon and fucking garbage
Scream out, ""What will save us?""
And the sky opened up

Everybody wants to change the world
Everybody wants to change the world
But no one, no one wants to die
Wanna try, wanna try, wanna try
Wanna try, wanna try now
I'll be your detonator

(Na, na na na, na na na, na na na na)

(Na, na na na, na na na) Make no apology
(Na, na na na, na na na) It's death or victory
(Na, na na na, na na na) On my authority
Crash and burn, young and loaded
(Na, na na na, na na na) Drop like a bullet shell
(Na, na na na, na na na) Dress like a sleeper cell
(Na, na na na, na na na) I'd rather go to Hell

Than be in purgatory
Cut my hair, gag and bore me
Pull this pin, let this world explode

#OfficialMusicVideo #MCR #NaNaNa #WeAreWarnerRecords",True,True,204493320.0,5BB0Jzw60KyfSTyjJqtely,2010-11-19,2010-11-19
9644,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,The Ghost of You,Three Cheers for Sweet Revenge,album,spotify:track:1yKAqZoi8xWGLCf5vajroL,0.202,0.886,11.0,-3.805,0.0816,0.0286,0.0,0.643,0.192,145.781,194253.0,https://www.youtube.com/watch?v=uCUpvTMis-Y,My Chemical Romance - The Ghost Of You [Official Music Video],My Chemical Romance,115137893.0,963815.0,61264.0,"Watch the official music video for The Ghost Of You by My Chemical Romance from the album Three Cheers for Sweet Revenge.
🔔 Subscribe to the channel: https://youtube.com/c/mychemicalromance/?sub_confirmation=1

Download/stream here: https://mcr.lnk.to/threecheers

Follow My Chemical Romance:
Web: https://mychemicalromance.com
Instagram: https://instagram.com/mychemicalromance
Facebook: https://facebook.com/mychemicalromance
Twitter: https://twitter.com/mcrofficial

My Chemical Romance  is a rock band renowned for their hits “Welcome To The Black Parade,” “Teenagers,” “Helena,” “Famous Last Words,” “The Ghost Of You,” “Na Na Na,” and “I Don’t Love You.” They worked with artists like Brian May, Green Day, and The Used — amassing billions of global streams and received multi-platinum certifications.

Lyrics:
I never said I'd lie in wait forever
If I died, we'd be together, ow
I can't always just forget her
But she could try

At the end of the world or the last thing I see
You are never coming home, never coming home
Could I? Should I?
And all the things that you never ever told me
And all the smiles that are ever, ever

Ever get the feeling that you're never all alone?
And I remember now
At the top of my lungs in my arms, she dies, she dies

At the end of the world or the last thing I see
You are never coming home, never coming home
Could I? Should I?
And all the things that you never ever told me
And all the smiles that are ever gonna haunt me

Never coming home, never coming home
Could I? Should I?
And all the wounds that are ever gonna scar me
For all the ghosts that are never gonna catch me

If I fall
If I fall down
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa

At the end of the world or the last thing I see
You are never coming home, never coming home
Never coming home, never coming home
And all the things that you never ever told me
And all the smiles that are ever going to haunt me

Never coming home, never coming home
Could I? Should I?
And all the wounds that are ever gonna scar me
For all the ghosts that are never gonna...

#OfficialMusicVideo #MCR #TheGhostOfYou #WeAreWarnerRecords",True,True,125095204.0,1yKAqZoi8xWGLCf5vajroL,2004-06-08,2004-06-08
9645,My Chemical Romance,https://open.spotify.com/artist/7FBcuc1gsnv6Y1nwFtNRCb,Dead!,The Black Parade,album,spotify:track:0uukw2CgEIApv4IWAjXrBC,0.481,0.973,7.0,-1.945,0.0542,0.0037,0.000877,0.325,0.362,99.331,195520.0,https://www.youtube.com/watch?v=ORsFFjt1x6Q,Dead - My Chemical Romance,Black Balloon,20297172.0,201954.0,16081.0,"Dead! - My Chemical Romance (HD / Lyrics)
Created by Black Balloon
http://www.facebook.com/blackballoontv
https://www.instagram.com/blackballoontv/

Music videos.  Lyric videos.  Promos.

Working on this video helped me through one of the darkest times in my life.  This band has inspired me, and I hope to inspire others through my art.

Don't ever let them take you alive.

Proud member of the MCRmy.


(Designed and animated in Adobe After Effects)",False,False,137627792.0,0uukw2CgEIApv4IWAjXrBC,2006-10-20,2006-10-20
9646,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Burbujas de Cristal,Burbujas de Cristal,single,spotify:track:15yuvKhcoEtV5KwKxqHSwa,0.783,0.75,1.0,-4.891,0.106,0.218,0.0,0.546,0.48,123.043,224625.0,https://www.youtube.com/watch?v=adT7-rjty3s,Cartel de Santa & Millonario - Burbujas de Cristal,elcarteldesantatv,160449509.0,1424227.0,29274.0,"Cartel de Santa & Millonario - Burbujas de Cristal


PRODUCTOR EJECUTIVO: EDUARDO DAVALOS
DIRECCION Y EDICION: CHIVA
FOTOGRAFIA: JUANSA AVALOS
GERENTE DE PRODUCION: HUMBERTO DE LA TORRE
ARTE: RICARDO DAVILA
ILUMINACION: DIEGO DE LEON
COLOR Y AUDIO: ROMAN RODRIGUEZ
ATRACTIVO VISUAL: @DIANEYSAHAGUN @LIIZTRUJILLO @LDRC__

SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG

Twitter: https://twitter.com/elcarteldesanta

Instagram Babo: https://instagram.com/babo_cartel

Instagram Mono: https://instagram.com/beatmakerhit

Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial

Sitio Oficial: http://www.carteldesanta.com





SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcarteldesantatv?sub_confirmation=1 







CONTACTO / PRENSA / NEGOCIOS 

contrataciones@carteldesanta.com



CONTACTO YOUTUBE 

redes@carteldesanta.com

#CARTELDESANTA #MILLONARIO #BURBUJASDECRISTAL #PPCDSALVC",True,True,138948009.0,15yuvKhcoEtV5KwKxqHSwa,2019-12-16,2019-12-16
9647,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Piensa en Mi,Piensa en Mi,single,spotify:track:4Y0C95WSGxcuNVCbealJvw,0.811,0.626,4.0,-6.276,0.305,0.0588,0.0,0.119,0.821,79.943,192048.0,https://www.youtube.com/watch?v=QtBiNwID4nM,Cartel de Santa - Piensa en Mi,elcarteldesantatv,16085954.0,330050.0,13033.0,"Cartel de Santa - Piensa en Mi 

SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG

Twitter: https://twitter.com/elcarteldesanta

Instagram Babo: https://instagram.com/babo_cartel

Instagram Mono: https://instagram.com/beatmakerhit

Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial


#PPCDSALVC #PIENSAENMI #BABILONIAMUSIC",True,True,5506306.0,4Y0C95WSGxcuNVCbealJvw,2023-01-13,2023-01-13
9648,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Leve,Viejo Marihuano,album,spotify:track:00jpfco62YfQj1BBYCCuKH,0.663,0.802,0.0,-4.086,0.246,0.188,0.0,0.166,0.679,177.842,225240.0,https://www.youtube.com/watch?v=syJb5svUw-U,Cartel de Santa - LEVE (VIDEO OFICIAL) New Video,elcarteldesantatv,271990331.0,1236899.0,23578.0,"Cartel de Santa - LEVE (VIDEO OFICIAL) New Video

Autores: E. Davalos, R. Rodriguez, F. Rodriguez

SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG
Twitter: https://twitter.com/elcarteldesanta
Instagram Babo: https://instagram.com/babo_cartel
Instagram Mono: https://instagram.com/beatmakerhit
Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial
Sitio Oficial: http://www.carteldesanta.com


SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcarteldesantatv?sub_confirmation=1 



CONTACTO / PRENSA / NEGOCIOS 
contrataciones@carteldesanta.com

CONTACTO YOUTUBE 
redes@carteldesanta.com",True,True,216342910.0,00jpfco62YfQj1BBYCCuKH,2016-11-18,2016-11-18
9649,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Si Te Vienen a Contar,Golpe Avisa,album,spotify:track:1qNUhmx3rGjiMRThz7Eruv,0.734,0.663,10.0,-6.279,0.309,0.341,0.0,0.649,0.845,166.846,219573.0,https://www.youtube.com/watch?v=XUvxg0WltjE,Cartel de Santa Si te Vienen a Contar (VIDEO OFICIAL) Album Golpe Avisa,babiloniamusic,13942545.0,88178.0,603.0,"Cartel de Santa Si te Vienen a Contar (VIDEO OFICIAL) Album Golpe Avisa 

Autores: E. Davalos, R. Rodriguez

Disponible en tiendas Digitales en todos los países:

https://itunes.apple.com/mx/album/golpe-avisa/id899921305

https://play.google.com/store/music/album/Cartel_de_Santa_Golpe_Aviza?id=Babahuk7gweser53sudtc4hkbly&hl=es

http://www.deezer.com/album/8145744

http://www.amazon.com/Golpe-Aviza-Explicit-Cartel-Santa/dp/B00LXTUGZG/ref=sr_1_cc_1?s=aps&ie=UTF8&qid=1407353762&sr=1-1-catcorr&keywords=golpe+aviza

SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG
Twitter: https://twitter.com/elcarteldesanta
Instagram Babo: https://instagram.com/babo_cartel
Instagram Mono: https://instagram.com/beatmakerhit
Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial
Sitio Oficial: http://www.carteldesanta.com


SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcarteldesantatv?sub_confirmation=1 



CONTACTO / PRENSA / NEGOCIOS 
contrataciones@carteldesanta.com

CONTACTO YOUTUBE 
redes@carteldesanta.com",True,True,217991254.0,1qNUhmx3rGjiMRThz7Eruv,2014-08-05,2014-08-05
9650,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Aka Entre el Humo,Aka Entre el Humo,single,spotify:track:1jGQu9LPVLRZ41u9onpfXy,0.967,0.629,0.0,-5.973,0.0857,0.234,7.41e-05,0.062,0.681,120.03,199000.0,https://www.youtube.com/watch?v=bMXLCEy8iOc,Cartel de Santa y Los Dos Carnales - Aka entre el Humo,elcarteldesantatv,30143401.0,470397.0,12600.0,"Facebook: https://www.facebook.com/carteldesantaOG
Instagram Babo: https://instagram.com/babo_cartel
Instagram Mono: https://instagram.com/beatmakerhit
Instagram Cartel de Santa: https://instagram.com/carteldesantaof...
Twitter: https://twitter.com/elcarteldesanta
Sitio Oficial: http://www.carteldesanta.com

SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcartel... 

CONTACTO / PRENSA / NEGOCIOS 

contrataciones@carteldesanta.com

CONTACTO YOUTUBE 

redes@carteldesanta.com

#carteldesanta   @LosDosCarnales  #losdoscarnales #akaentreelhumo #babo #babiloniamusic  #ppcdsalvc #babo #escandalo #criticado #censurado  #babo #mujeres  #babo #norteño #regional #regionalmexicano #corridos  #norteñasycorridos #lonuevo2022 #2022 #lomasnuevo",True,True,23340002.0,1jGQu9LPVLRZ41u9onpfXy,2022-09-10,2022-09-10
9651,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Culón Culito,Viejo Marihuano,album,spotify:track:2JNqLKnqJejNzrmRLNFNFL,0.762,0.862,6.0,-3.706,0.0996,0.373,0.0,0.836,0.95,102.84,223560.0,https://www.youtube.com/watch?v=WXcSrGbDPl4,Culón Culito - Cartel de Santa (VIDEO OFICIAL) New Video,elcarteldesantatv,119429844.0,1013503.0,34288.0,"Culón Culito - Cartel de Santa (VIDEO OFICIAL) New Video

Autores: E. Davalos, R. Rodriguez

BABILONIA CINEMA

DIRECCIÓN: CHIVA MF / EDUARDO DAVALOS
EDICION COLOR: ROMAN RODRIGUEZ
FOTOGRAFIA: CESAR POX SALINAS / RIKA DAVILA
ARTE: RIKA DAVILA
POST PRODUCCIÓN: KEILA MEDINA MODELLI

AGRADECIMIENTOS:

SECRETARIA DE TURISMO DEL ESTADO DE DURANGO
BILDO SARAVIA
RANCHO LAS YUCAS
PASEO DEL VIEJO OESTE Y TODO SU ELENCO
RAFAEL CELESTINO


SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG
Twitter: https://twitter.com/elcarteldesanta
Instagram Babo: https://instagram.com/babo_cartel
Instagram Mono: https://instagram.com/beatmakerhit
Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial
Sitio Oficial: http://www.carteldesanta.com


SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcarteldesantatv?sub_confirmation=1 



CONTACTO / PRENSA / NEGOCIOS 
contrataciones@carteldesanta.com

CONTACTO YOUTUBE 
redes@carteldesanta.com",True,True,148020078.0,2JNqLKnqJejNzrmRLNFNFL,2016-11-18,2016-11-18
9652,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Los Mensajes del Whatsapp,Golpe Avisa,album,spotify:track:2MJVc9F85EPNiSfD1KKhC9,0.813,0.783,1.0,-5.347,0.215,0.707,0.0,0.219,0.927,129.208,213480.0,https://www.youtube.com/watch?v=1LAC847kENY,Cartel de Santa - Los Mensajes del Whatsapp (VIDEO OFICIAL) New Video,elcarteldesantatv,327229578.0,1345697.0,32075.0,"Autores: E. Davalos, R. Rodriguez, F. Rodriguez

Direccion Babo 
Edición Roman Mono Rodriguez
Fotografia y manejo de camara Cesar Pox Salinas Najera El Kiludo 
Asistente de Produccion Cesar Ortiz 
Gracias a la banda de tulum y todo Quintana Roo

DISCO GOLPE AVISA

ITUNES
https://itunes.apple.com/mx/album/golpe-avisa/id899921305

GOOGLE PLAY
https://play.google.com/store/music/album?id=Babahuk7gweser53sudtc4hkbly&tid=song-Tzxnllabgx4agjpsvly2ojd6yzm&hl=es

SIGUENOS EN NUESTRAS REDES SOCIALES / Follow us on our social networks:

Facebook: https://www.facebook.com/carteldesantaOG
Twitter: https://twitter.com/elcarteldesanta
Instagram Babo: https://instagram.com/babo_cartel
Instagram Mono: https://instagram.com/beatmakerhit
Instagram Cartel de Santa: https://instagram.com/carteldesantaoficial
Sitio Oficial: http://www.carteldesanta.com


SUSCRIBETE CANAL CARTEL DE SANTA / Subscribe to our channel: https://www.youtube.com/user/elcarteldesantatv?sub_confirmation=1 



CONTACTO / PRENSA / NEGOCIOS 
contrataciones@carteldesanta.com

CONTACTO YOUTUBE 
redes@carteldesanta.com",True,True,156623438.0,2MJVc9F85EPNiSfD1KKhC9,2014-08-05,2014-08-05
9653,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Todas Mueren por Mí,Cartel De Santa,album,spotify:track:57DZJLuPk9a5ULzdER3ZFy,0.903,0.704,0.0,-6.702,0.114,0.0272,0.0044,0.117,0.587,92.009,223093.0,https://www.youtube.com/watch?v=pMF0qLoAYUA,Cartel de Santa - Todas Mueren por Mí,elcarteldesantaVEVO,154921559.0,1086037.0,20271.0,Vídeo oficial de Cartel de Santa de su tema Todas Mueren por Mí. Haz clic aquí para escuchar a Cartel de Santa en Spotify: http://smarturl.it/CdSantaSpotify?IQid=CartelTMM  Incluido en Cartel de Santa: Greatest Hits. Haz clic aquí para comprar el tracko el álbum en iTunes: http://smarturl.it/CdSGHiTunes?IQid=CartelTMM Google Play: http://smarturl.it/CdSMuerenPlay?IQid=CartelTMM Disfruta de más música de Cartel de Santa aquí: http://smarturl.it/CarteldeSantaStream?IQid=CartelTMM  Más de Cartel de Santa La Pelotona: https://youtu.be/ia_Nocs7Nr4 Vato Sencillo: https://youtu.be/2vlNuxqQKU0 El Arte del Engaño: https://youtu.be/VLv9L8OKz4U  Haz clic aquí http://smarturl.it/SoloHipHop?IQid=CartelTMM para escuchar más vídeos de buen Hip Hop.    Sigue a Cartel de Santa Página web: http://www.carteldesanta.com Facebook: https://www.facebook.com/jauriadelcartel Twitter: https://twitter.com/babocartel Instagram: https://instagram.com/carteldesantaoficial/?hl=en Myspace: https://myspace.com/carteldesanta,True,True,185325707.0,57DZJLuPk9a5ULzdER3ZFy,2004-12-06,2004-12-06
9654,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Bombos y Tarolas,Sincopa,album,spotify:track:5MyEACD2kRFeh231Z6FkdE,0.894,0.65,10.0,-4.956,0.117,0.00248,0.00869,0.057,0.787,87.982,292160.0,https://www.youtube.com/watch?v=cYNBuvybwXY,Cartel de Santa - Bombos y Tarolas,elcarteldesantaVEVO,205841940.0,870062.0,12937.0,"Vídeo oficial de Cartel de Santa de su tema Bombos y Tarolas. Haz clic aquí para escuchar a Cartel de Santa en Spotify: http://smarturl.it/CdSantaSpotify?IQid=CartelByT

Incluido en Sincopa. Haz clic aquí para comprar el track o el álbum en iTunes: http://smarturl.it/CdSSincopaiTunes?IQid=CartelByT
Google Play: http://smarturl.it/CdSBombosPlay?IQid=CartelByT
Disfruta de más música de Cartel de Santa aquí: http://smarturl.it/CarteldeSantaStream?IQid=CartelByT

Más de Cartel de Santa
La Pelotona: https://youtu.be/ia_Nocs7Nr4
Vato Sencillo: https://youtu.be/2vlNuxqQKU0
Todas Mueren por Mí: https://youtu.be/pMF0qLoAYUA

Haz clic aquí http://smarturl.it/SoloHipHop?IQid=CartelByT para escuchar más vídeos de buen Hip Hop.  

Sigue a Cartel de Santa
Página web: http://www.carteldesanta.com
Facebook: https://www.facebook.com/jauriadelcartel
Twitter: https://twitter.com/babocartel
Instagram: https://instagram.com/carteldesantaoficial/?hl=en
Myspace: https://myspace.com/carteldesanta

Suscríbete al canal de Cartel de Santa en YouTube: http://smarturl.it/CarteldeSantaSub?IQid=CartelByT

---------

Letras:

Prende la vela morena 
Wacha como sueña el pelón que los entrena 
Soy la mera vena jugando con el ritmo 
Yo no me daltono yo pongo los modismos 
Puro bandalismo puro carnalismo 
Seguimos en lo mismo 
Somos de los mismos 
Vamos pa lo mismo 
Pero ahora son un chingo 
La neta hasta los gringos andan zumbando bilingue 
Santa Catarina por mucho la libra 
Ando en el peligro de lunes a domingo 
Sencillamente el bueno del hip hop mexicano 
Por mucho que les duela van a tener que aceptarlo 
Estoy descontrolando 
No me quitare el mando 
Ando al 100% me la sigo rifando 
Como los comandos saquen y cierran coca 
Ando bien prendido con un toque de mota. 

Haciéndote bailar con las tarolas y los bombos 
No soy africano pero me oyen en los congós",True,True,175771732.0,5MyEACD2kRFeh231Z6FkdE,2010-05-25,2010-05-25
